national_rank,village_id,village_name,district,state,latitude,longitude,economic_growth_score,confidence_score,growth_tier,ntl_growth_pct,ntl_2020,ntl_2025,built_growth_abs,ndbi_growth,road_growth_pct,ndvi_change,lulc_change_score,pop_growth_proxy,ntl_growth_norm,builtup_growth_norm,road_density_norm,ndvi_productivity_norm,lulc_change_norm,national_rank,growth_percentile
1751,MAD_0518,Rewapada,Ratlam,Madhya Pradesh,22.40205,79.42282,49.68747156285739,61.3,Moderate,33.03,1.685,2.2415,0.1151,0.1146,109.34,0.0224,0.259,0.0147,15.197463103522772,41.4710228205549,78.98755351198767,28.67265814033874,76.61732821376228,1751,72.14706350469521
5616,MAD_0519,Rewapur,Dewas,Madhya Pradesh,23.56303,82.04936,24.88786285985174,100.0,Baseline,10.68,25.5728,28.3035,0.0415,0.0479,63.25,-0.1453,0.1831,0.0467,11.819440370538235,14.687319835212454,43.950718465753276,9.537389100126738,53.63376494385833,5616,10.63186375935063
3447,MAD_0520,Pannakhurd,Jabalpur,Madhya Pradesh,21.27922,74.98932,38.82979498678284,67.8,Baseline,104.09,1.779,3.6308,0.0375,0.0417,54.32,0.0312,0.1011,0.1578,47.531767940770465,12.740108356591687,37.505143594266045,34.49706187348772,28.80303782749306,3447,45.153589049816965
1190,MAD_0521,Rewatola,Ratlam,Madhya Pradesh,25.14221,81.12644,53.96237491849261,71.9,High,80.8,2.6763,4.8387,0.25099000000000016,0.2142,26.5,0.0556,0.0764,0.0496,37.95765472227662,86.42679057549645,18.295267723151177,46.22076276068671,21.32353831805133,1190,81.07591914690434
843,MAD_0522,Rewapada,Rewa,Madhya Pradesh,23.61028,80.58249,57.49428636067165,68.4,High,107.86,1.8311,3.8061,0.1535,0.1578,49.81,0.0062,0.1689,0.0803,49.300741701903114,57.048714649521,36.19019103016702,43.36329070169373,49.33380976029264,843,86.5987585548305
1743,MAD_0523,Pannatola,Indore,Madhya Pradesh,22.9993,78.0666,49.72110841059219,74.0,Moderate,138.62,2.318,5.5311,0.0679,0.0672,61.82,-0.0716,0.0512,0.1747,63.744414536965294,23.411590871778024,44.28479956516293,36.4961401083074,13.692631935948835,1743,72.27439121438803
836,MAD_0524,Sagargaon,Bhopal,Madhya Pradesh,24.57862,81.03587,57.53951801504624,74.1,High,121.36,2.5176,5.5728,0.0792,0.0776,112.54,0.0114,0.0854,0.068,56.16361877199773,27.55418784100063,81.16705522290397,28.75907362599377,24.048862025945084,836,86.71017030081171
2277,MAD_0525,Sagarnagar,Ujjain,Madhya Pradesh,22.56229,81.53075,45.96609703870545,70.7,Moderate,91.98,2.3106,4.436,0.1533,0.1708,22.65,-0.0147,0.1091,0.1884,42.67037379958933,59.49227415210392,13.8514149323406,34.47113722779121,31.225547790065285,2277,63.775266592392164
5517,MAD_0526,Sagarkhurd,Indore,Madhya Pradesh,21.86668,81.6983,25.846642436208942,100.0,Baseline,5.96,51.2242,54.2746,0.0825,0.0696,61.13,-0.0214,0.0671,0.0263,11.604008911101502,26.65694333614596,42.46723676652876,25.84399124323078,18.50737048656113,5517,12.2075441667993
5202,MAD_0527,Sagarkalan,Satna,Madhya Pradesh,21.59475,76.88814,28.335053353193388,60.4,Baseline,5.35,1.9807,2.0866,0.1078,0.0998,36.93,-0.1292,0.2705,0.1466,2.866390474599574,37.25206461687659,25.600819657663628,21.240926374006214,80.09968628495984,5202,17.221072735954163
4567,MAD_0528,Sagartola,Indore,Madhya Pradesh,22.5433,80.48953,32.55891755787752,67.4,Baseline,82.83,1.9332,3.5344,0.0332,0.0371,14.25,0.0171,0.2421,0.1276,38.109364249906754,11.041070889952001,7.520886448364906,40.70457425970733,71.49977591782846,4567,27.327709692821898
985,MAD_0529,Rewapur,Ratlam,Madhya Pradesh,25.44261,76.2334,55.838181457425286,100.0,High,93.38,57.4882,111.1706,0.1512,0.13,61.44,0.0801,0.0188,0.0731,52.171855973624574,51.302531756728364,43.55188390054462,65.6556054845028,3.8814665875313414,985,84.33869170778291
2141,MAD_0530,Tikamgarhgaon,Jabalpur,Madhya Pradesh,26.35636,77.29239,46.932526385682735,60.2,Moderate,44.96,1.4158,2.0523,0.0637,0.0669,100.03,-0.0529,0.3362,0.157,20.27364177536896,22.552526984151225,71.61320766553442,28.358681875792136,99.9945493525842,2141,65.93983765717014
2917,MAD_0531,Sagarnagar,Bhopal,Madhya Pradesh,21.87991,76.52161,41.90254449322693,67.4,Moderate,22.6,2.8862,3.5383,0.2474,0.223,32.34,-0.0371,0.0839,0.1347,11.592969275436989,87.42139565428212,23.421849584397584,30.6170065675769,23.59464140796279,2917,53.589049816966416
6264,MAD_0532,Rewanagar,Ujjain,Madhya Pradesh,23.22536,81.61172,10.661826208970488,58.4,Baseline,14.41,1.5473,1.7703,0.0138,0.017,40.59,-0.115,0.0293,0.178,6.538107722718062,3.5003989874500303,26.987117994424608,26.93858739486115,7.06101091340738,6264,0.31831927423205475
3819,MAD_0533,Rewakalan,Sagar,Madhya Pradesh,22.1941,75.20857,36.8319438582649,51.7,Baseline,50.72,0.6051,0.912,0.181,0.1515,44.21,0.0051,0.005982,0.0362,21.436765180595916,61.09586007567396,29.97587853653339,33.416868302799855,0.0,3819,39.23285054910075
481,MAD_0534,Sagargaon,Jabalpur,Madhya Pradesh,25.70235,82.08063,63.11182121275883,100.0,Very High,116.19,17.4111,37.6405,0.1207,0.102,82.14,0.0188,0.165,0.1441,59.08676420874919,40.13470121757987,58.01423555503288,52.18919230326074,48.15283615353868,481,92.36033741843069
4489,MAD_0535,Pannagaon,Sagar,Madhya Pradesh,21.73782,82.72287,32.98995220632166,61.8,Baseline,106.69,1.127,2.3294,0.0272,0.0245,45.42,-0.1518,0.1198,0.1096,47.70806897575591,7.4902734877612005,31.20279190575297,8.975688443369048,34.46565486500563,4489,28.56915486232691
2065,MAD_0536,Sagarkhurd,Ratlam,Madhya Pradesh,25.48102,77.49229,47.44008793825379,85.9,Moderate,46.63,7.9046,11.5907,0.1521,0.1331,72.57,-0.0978,0.1494,0.1929,25.168430464122576,52.06614410128552,51.347180438456434,38.44913008411106,43.42894172652285,2065,67.14945089925195
1654,MAD_0537,Sagarnagar,Ujjain,Madhya Pradesh,23.24399,79.58089,50.3313786732879,66.8,Moderate,104.73,1.6605,3.3995,0.224,0.1902,18.77,-0.0331,0.0146,0.1286,47.66315541914695,76.69264221325399,13.312228027469079,37.30556515727618,2.6096488571809244,1654,73.69091198472067
2007,MAD_0538,Pannakalan,Sagar,Madhya Pradesh,21.5332,82.08692,47.79466600426833,90.4,Moderate,124.04,6.7786,15.187,0.0772,0.0666,47.57,-0.017,0.1147,0.1992,59.989095769811854,25.072447721189857,33.10254588511395,33.78845489111648,32.921304763865834,2007,68.0725767945249
820,MAD_0539,Pannawadi,Dewas,Madhya Pradesh,24.85076,76.35021,57.76829107264663,74.6,High,135.5,2.4523,5.7751,0.0913,0.081,60.41,0.0103,0.1507,0.1447,62.478359610907276,30.51318567615963,41.8063048397527,59.96946652840188,43.822599595440835,820,86.96482572019735
3915,MAD_0540,Rewatola,Bhopal,Madhya Pradesh,23.15827,81.37102,36.33297567103093,77.9,Baseline,83.03,3.8791,7.0999,0.074,0.0693,24.27,0.1019,0.095,0.0661,39.9003604702464,24.976996178120203,15.22367803513529,57.79755732227214,26.955873981031743,3915,37.704918032786885
5438,MAD_0541,Tikamgarhgaon,Ujjain,Madhya Pradesh,24.48122,76.21943,26.568121256964524,61.0,Baseline,6.16,2.0692,2.1967,0.0893,0.1112,78.45,-0.1694,0.043,0.0571,3.325907506682257,35.896652705287615,55.423139975302234,18.65998386910934,11.209559224312308,5438,13.464905300015918
1888,MAD_0542,Pannakalan,Indore,Madhya Pradesh,25.28143,75.412,48.641713554716844,90.2,Moderate,91.99,7.8203,15.0144,0.0487,0.046,40.25,0.0941,0.3346,0.1058,45.84620052466546,15.699106191750689,27.54044646079246,57.78027422514114,99.51004736006976,1888,69.96657647620563
1343,MAD_0543,Rewatola,Satna,Madhya Pradesh,25.6089,78.54253,52.789616265888995,100.0,High,45.29,33.7569,49.0452,0.0956,0.0992,100.46,0.0766,0.1887,0.0997,28.62904923895621,34.808505114293666,72.55782144247752,56.35441871183315,55.32952191765889,1343,78.64077669902912
381,MAD_0544,Tikamgarhpada,Jabalpur,Madhya Pradesh,22.74773,76.4465,65.4602224793833,100.0,Very High,152.36,13.2483,33.4335,0.1262,0.1096,82.04,-0.0318,0.1259,0.2043,74.67385032981399,42.63553164600458,58.384149032068585,20.566885585896987,36.31281871146695,381,93.95193378959095
5482,MAD_0545,Sagarwadi,Indore,Madhya Pradesh,24.45084,76.32787,26.079729974391995,68.3,Baseline,14.19,3.302,3.7706,0.0836,0.1009,22.25,-0.0285,0.2181,0.1426,8.036623916138957,32.842203327058975,13.962633528770422,35.94596151630371,64.2322460301118,5482,12.764602896705396
450,MAD_0546,Sagarkhurd,Rewa,Madhya Pradesh,21.4865,75.31546,63.87836403420722,100.0,Very High,147.15,28.6715,70.862,0.0903,0.09,79.67,0.055,0.0961,0.0839,74.53946575201375,32.04041036527396,57.36818948246349,46.39935476437377,27.288969100885428,450,92.85373229349038
926,MAD_0547,Tikamgarhkalan,Ratlam,Madhya Pradesh,23.05399,75.4926,56.50995962115888,60.7,High,113.78,1.0,2.1378,0.2197,0.1971,11.35,-0.039,0.1446,-0.0171,50.65577925240931,77.18899023721615,5.8077372842375174,48.81322733033758,41.975435748979514,926,85.27773356676747
524,MAD_0548,Rewakalan,Rewa,Madhya Pradesh,24.19776,74.53509,62.33482670634838,72.0,Very High,127.09,2.1343,4.8467,0.0913,0.0843,69.75,0.0436,0.2852,0.1769,58.34289144726254,31.143165860419295,49.010313983069665,52.897799285631976,84.55104834118629,524,91.67595097883176
784,MAD_0549,Tikamgarhkhurd,Rewa,Madhya Pradesh,21.66786,78.79537,58.190937751497074,65.3,High,164.36,1.1552,3.0538,0.1041,0.1044,28.62,0.0184,0.1879,0.2255,73.67768411488338,37.42387739440195,20.29837206171845,38.50097937550408,55.08727092140167,784,87.53780041381506
2457,MAD_0550,Pannanagar,Ujjain,Madhya Pradesh,23.91553,77.20183,44.86938541164691,100.0,Moderate,21.09,36.5759,44.2896,0.0151,0.0131,119.08800000000002,-0.0318,0.2946,0.1821,17.680843334784676,3.004050963487875,86.66557078425697,52.90932135038598,87.39749754720864,2457,60.910393124303674
1465,MAD_0551,Pannagaon,Satna,Madhya Pradesh,21.75582,81.32996,51.82936747826407,88.1,High,18.51,11.15,13.2137,0.2158,0.1915,45.82,0.1224,0.3134,0.0717,13.143256227494632,75.37541091889288,31.121557672796587,46.85447632215692,93.09039595925337,1465,76.69902912621359
5232,MAD_0552,Sagarpur,Sagar,Madhya Pradesh,21.70936,81.81112,28.16036574082826,51.1,Baseline,17.09,0.7203,0.8434,0.1566,0.1554,43.73,-0.0682,0.005982,0.1974,6.522421728829889,57.182346809818505,29.487516191024636,29.600184353036056,0.0,5232,16.74359382460608
1858,MAD_0553,Dharkalan,Rewa,Madhya Pradesh,25.66766,75.26158,48.934832572662536,100.0,Moderate,94.18,22.485,43.6614,0.0786,0.08,19.87,-0.0461,0.336218,0.11,49.82094531233587,27.89781339605135,12.479258157075957,45.26155086991589,99.99999999999999,1858,70.44405538755372
4562,MAD_0554,Rewanagar,Jabalpur,Madhya Pradesh,26.50776,76.30425,32.57387938613199,69.7,Baseline,40.94,2.9452,4.1511,0.1426,0.131,33.81,-0.0496,0.0256,0.0843,20.03974247577464,49.851668302069754,22.32454947430606,42.98882359718861,5.940600055717729,4562,27.40728951137991
1722,MAD_0555,Sagarpur,Gwalior,Madhya Pradesh,23.9077,80.8548,49.85826093186167,76.0,Moderate,29.1,4.8856,6.3073,0.0936,0.0961,119.08800000000002,0.1042,0.1412,0.0331,15.853024925637563,33.83489937498328,87.65377884851964,65.12270998963012,40.94586901488632,1722,72.60862645233169
5264,MAD_0556,Pannanagar,Satna,Madhya Pradesh,26.51164,75.37043,27.962982269829837,59.7,Baseline,85.55,1.0565,1.9604,0.0591,0.0536,12.01,-0.0297,0.1356,0.2005,38.05544765563694,19.13536174225792,5.832298943678519,20.8923839151976,39.25011204108577,5264,16.234282985834792
3068,MAD_0557,Tikamgarhkalan,Indore,Madhya Pradesh,24.01297,74.72687,41.036878231568984,58.3,Moderate,17.63,1.4829,1.7444,0.2145,0.1899,35.25,-0.0416,0.1465,0.0591,7.928283335600892,74.82179196908893,23.73285760978689,48.69800668279754,42.550781865090414,3068,51.1857392965144
5805,MAD_0558,Rewapada,Sagar,Madhya Pradesh,21.7387,78.37176,22.653204110220525,51.9,Baseline,26.74,0.7357,0.9324,0.0575,0.066,48.88,0.037,0.0358,0.1722,10.909662826146988,21.19711507256226,33.48489968316522,44.774743634059206,9.02930025799731,5805,7.623746617857711
616,MAD_0559,Tikamgarhpur,Gwalior,Madhya Pradesh,21.37149,81.89107,60.659340220105875,61.1,Very High,164.58,0.8375,2.2157,0.0471,0.0416,59.01,0.0066,0.2987,0.1829,73.0947062955079,14.553687674914949,41.24914858230313,41.272035948842024,88.63903390302693,616,90.21168231736432
6203,MAD_0560,Sagarnagar,Ujjain,Madhya Pradesh,25.53437,81.86818,15.067439023507884,50.8,Baseline,21.23,0.669,0.811,0.0486,0.0429,32.59,-0.1185,0.0351,0.1951,8.293189486951771,15.088216316104957,21.885097792619213,34.20036870607212,8.817330636272239,6203,1.2891930606398216
2527,MAD_0561,Sagartola,Ratlam,Madhya Pradesh,24.71791,81.94947,44.382573535443,64.0,Moderate,171.89,1.0154,2.7608,0.041,0.0365,9.75,0.0558,0.0955,0.1748,76.77288465891392,12.415573110154893,4.093099534689462,44.244728655375035,27.10728085369251,2527,59.79627566449148
6248,MAD_0562,Rewanagar,Ratlam,Madhya Pradesh,24.37941,76.20644,13.018383403795585,89.6,Baseline,3.2082,14.1783,14.4689,0.0268,0.0245,7.69,-0.0092,0.1272,0.1264,6.654362819490109,7.413912253305485,2.5984534448099517,54.02696163152436,36.70647658038494,6248,0.5729746936176986
1650,MAD_0563,Pannawadi,Rewa,Madhya Pradesh,25.37303,81.02541,50.39276049695106,59.6,Moderate,39.9,1.3965,1.9537,0.1962,0.2355,58.9,0.082,0.115,0.0877,17.949367590358463,80.03344622069157,40.82564603012342,47.99516073280331,33.012148887462295,1650,73.75457583956708
3055,MAD_0564,Dharpur,Dewas,Madhya Pradesh,21.13075,79.13718,41.12894540150871,73.6,Moderate,72.09,3.1316,5.389,0.0321,0.0288,72.92,0.1551,0.15,-0.0003,34.3870731895619,9.246581880242672,51.3381425984024,64.46883281484041,43.61062997371576,3055,51.392646824765244
1606,MAD_0565,Sagarkhurd,Jabalpur,Madhya Pradesh,24.35665,75.1997,50.78877048070711,85.2,Moderate,98.84,5.6018,11.1388,0.0831,0.0797,70.66,0.0587,0.1202,0.2621,48.04890019151948,28.699606357836366,49.828610654316215,54.450397511234,34.58678036313424,1606,74.45487824287761
870,MAD_0566,Pannanagar,Jabalpur,Madhya Pradesh,21.73359,78.72522,57.16819720790707,100.0,High,115.37,14.3085,30.8158,0.1618,0.1854,43.46,-0.0864,0.0607,0.1392,58.15528392322426,63.90213544192153,31.056910534527628,35.75872796405115,16.569362516503347,870,86.16902753461723
5875,MAD_0567,Tikamgarhwadi,Bhopal,Madhya Pradesh,24.7417,77.0939,21.74732076374213,61.0,Baseline,46.21,1.4967,2.1883,0.023,0.0223,15.39,0.1436,0.0741,0.1702,20.951966195332272,6.26849373646974,8.73333927349801,77.87763567231246,20.627066703811817,5875,6.50962915804552
4847,MAD_0568,Tikamgarhpada,Jabalpur,Madhya Pradesh,25.17075,76.95829,30.92860496334218,61.5,Baseline,28.56,1.7796,2.2877,0.164,0.1693,24.3,-0.1496,0.0781,0.0491,13.270888540040517,61.24858254458539,15.716187154315907,22.83673234243576,21.83832168509793,4847,22.871239853573133
4760,MAD_0569,Dhargaon,Dewas,Madhya Pradesh,26.48802,76.84042,31.486809168982234,63.3,Baseline,43.24,1.8315,2.6234,0.0707,0.0732,49.18,-0.0452,0.1552,0.0912,20.0197898917456,25.091538029803782,33.51424608145836,34.96370549602488,45.1852614493877,4760,24.255928696482574
5126,MAD_0570,Dharkalan,Sagar,Madhya Pradesh,25.50524,78.81267,28.898966097583987,79.5,Baseline,25.96,6.2424,7.8627,0.0714,0.069,45.87,-0.0688,0.1547,0.1494,15.036947322898243,24.423377228316266,32.5530452098278,36.219610554211314,45.033854576726945,5126,18.43068597803597
4266,MAD_0571,Pannakalan,Jabalpur,Madhya Pradesh,23.13195,80.21939,34.33450013577092,56.9,Baseline,61.16,0.9596,1.5465,0.1902,0.1744,13.7,-0.0515,0.0228,0.0881,26.874603939315044,67.22384914074519,6.965750413986236,20.75988017052655,5.092721568817452,4266,32.118414770014326
1621,MAD_0572,Sagargaon,Jabalpur,Madhya Pradesh,22.11271,81.51666,50.62172864959363,70.4,Moderate,178.27,1.5653,4.3557,0.0745,0.0776,19.16,-0.0292,0.0342,0.163,80.61967537030336,26.65694333614596,13.43407937690366,43.10404424472864,8.544798265482864,1621,74.21613878720356
3453,MAD_0573,Sagarwadi,Rewa,Madhya Pradesh,22.47182,76.23442,38.78698643696995,88.5,Baseline,13.54,11.972,13.593,0.1359,0.1497,87.42,0.0325,0.0425,-0.05,11.032297107193603,52.14250533574124,62.08253950971524,31.999654338057375,11.058152351651547,3453,45.05809326754735
3069,MAD_0574,Sagarnagar,Sagar,Madhya Pradesh,24.54316,80.26622,41.02997204073873,65.4,Moderate,58.64,1.9379,3.0743,0.0461,0.048,55.53,-0.0116,0.3239,0.034,27.14458964654262,15.584564340067116,38.609886631460896,46.007604562737626,96.26994028512942,3069,51.1698233328028
961,MAD_0575,Rewakhurd,Indore,Madhya Pradesh,22.45765,75.73547,56.12132919514013,78.6,High,103.05,3.6703,7.4524,0.1269,0.1357,24.56,0.092,0.3299,0.2363,48.840089727929865,47.751734354537554,15.166792806559808,50.939048277451306,98.08682275705858,961,84.72067483686138
1233,MAD_0576,Tikamgarhgaon,Bhopal,Madhya Pradesh,24.12345,78.24769,53.61128065873672,68.0,High,63.29,2.2567,3.6849,0.1593,0.1474,77.56,0.1341,0.0822,0.1159,29.601858607200718,56.170560453280274,57.26122398723559,68.71471367669085,23.07985804091619,1233,80.39153270730543
593,MAD_0577,Pannanagar,Dewas,Madhya Pradesh,24.15433,80.54638,61.01440943638855,87.4,Very High,72.7,7.373,12.7329,0.2152,0.1863,89.44,0.0124,0.0315,0.0868,36.90178890009275,74.268173019285,70.89103108145092,43.02338979145061,7.72720115311474,593,90.57774948273118
3300,MAD_0578,Sagarkalan,Satna,Madhya Pradesh,22.50598,78.79533,39.75239940369937,79.8,Baseline,17.14,6.8525,8.0272,0.0661,0.0812,89.98,0.0129,0.2171,0.0906,11.207535013461076,25.74060852267737,64.36305237417677,47.393132849406605,63.92943228479025,3300,47.49323571542257
1024,MAD_0579,Sagartola,Ratlam,Madhya Pradesh,23.68311,74.99821,55.38148226638384,55.9,High,126.79,0.623,1.4128,0.0563,0.0538,90.89,-0.0048,0.1527,0.1252,55.612804815190955,18.639013718295764,64.50989069317255,49.29139301762875,44.428227086083886,1024,83.7179691230304
2853,MAD_0580,Pannapur,Indore,Madhya Pradesh,23.11714,75.20271,42.296186524917225,76.3,Moderate,83.63,3.4919,6.4123,0.0814,0.0687,72.24,-0.0218,0.09,0.126,39.90414426035781,26.275137163867385,51.61512581417646,29.191151054268918,25.441805254424107,2853,54.60767149450899
3441,MAD_0581,Tikamgarhpada,Satna,Madhya Pradesh,24.63464,75.40966,38.85235329228282,63.5,Baseline,26.98,2.0916,2.656,0.1374,0.1619,57.96,-0.1326,0.1181,0.215,12.88689748079242,54.757877615849516,40.1949111218809,40.35603180089872,33.950871497959035,3441,45.24908483208658
4943,MAD_0582,Pannapada,Rewa,Madhya Pradesh,21.5591,78.28376,30.32733822378149,76.5,Baseline,81.79,3.5758,6.5005,0.011,0.0102,42.16,0.0761,0.1028,0.1152,39.12872428045543,1.6677293605128418,28.589792854832506,43.429542574029256,29.317821194539665,4943,21.343307337259272
5678,MAD_0583,Tikamgarhkalan,Ujjain,Madhya Pradesh,23.55806,74.97989,24.277983801891907,64.9,Baseline,4.65,2.8241,2.9554,0.0528,0.058,62.61,-0.1163,0.1471,0.0001,3.286171562131641,18.77264587859327,43.46799147933704,36.360755847447855,42.73247011228334,5678,9.64507400923126
4467,MAD_0584,Rewakalan,Sagar,Madhya Pradesh,22.30894,82.66527,33.12123318834349,68.9,Baseline,45.1,2.7025,3.9212,0.1628,0.1529,39.56,-0.0931,0.0105,0.2275,21.737346939611683,57.88868822853388,27.287174284219013,15.816914391058873,1.3681125013626616,4467,28.919306063982177
929,MAD_0585,Sagarnagar,Dewas,Madhya Pradesh,25.52182,74.4589,56.43879553731805,59.3,High,179.8,0.681,1.9055,0.0619,0.0516,35.67,-0.0205,0.2124,0.0805,79.49822870954173,19.288084211169352,24.22313385083651,34.70733955524829,62.50620768177909,929,85.22998567563266
5846,MAD_0586,Dharpada,Rewa,Madhya Pradesh,24.89082,79.84509,22.208595582162115,69.4,Baseline,37.15,2.9771,4.083,0.1042,0.0907,11.87,-0.1275,0.0386,0.2059,18.331962735534702,34.8275954229076,5.946601038479719,35.525406152782566,9.877178744897588,5846,6.9711921056819985
1142,MAD_0587,Rewapada,Bhopal,Madhya Pradesh,25.55636,79.99435,54.315465599904684,91.9,High,76.95,9.3639,16.5692,0.1099,0.0988,112.42,-0.087,0.0633,0.0846,39.496157652751116,37.4620580116298,81.47391647462142,43.57644889964281,17.356678254339318,1142,81.83988540506128
3012,MAD_0588,Sagarnagar,Indore,Madhya Pradesh,24.16579,82.6419,41.361081157638374,74.5,Moderate,84.74,3.1032,5.733,0.0345,0.0394,85.86,-0.0846,0.1467,0.092,40.110730369418036,11.72832200005345,61.52942369840748,20.63601797442101,42.611344614154724,3012,52.07703326436416
1971,MAD_0589,Rewatola,Indore,Madhya Pradesh,23.09265,74.04076,48.04671022836276,70.7,Moderate,142.32,1.8314,4.4379,0.0809,0.0677,46.41,-0.1773,0.1024,0.1759,64.83580863297223,25.988782534658448,32.013007684715895,22.378730268464103,29.19669569641105,1971,68.64555148814262
582,MAD_0590,Rewakhurd,Rewa,Madhya Pradesh,21.47608,77.57329,61.276207432703956,78.4,Very High,37.29,5.3337,7.3228,0.2255,0.2367,88.71,0.1679,0.1593,0.1646,19.84098914040186,85.85599034793994,64.07394781997728,50.71724853093673,46.42679780520597,582,90.7528250835588
420,MAD_0591,Dharwadi,Dewas,Madhya Pradesh,21.74366,77.78851,64.67013349887401,78.0,Very High,133.8,3.0662,7.1687,0.184,0.1793,56.14,-0.0633,0.1112,0.2415,62.278922933396075,66.97567512876411,40.25402922858738,37.72612052079732,31.861456655240488,420,93.33121120483845
2834,MAD_0592,Pannanagar,Satna,Madhya Pradesh,26.71122,76.86626,42.354962146254664,68.6,Moderate,30.1,2.9612,3.8526,0.1581,0.1685,61.24,0.0927,0.0247,0.1093,15.091729268446038,59.96953186745214,42.342727228842996,70.56976610208548,5.668067684928353,2834,54.91007480502944
3729,MAD_0593,Sagartola,Rewa,Madhya Pradesh,25.4714,79.22638,37.31021006707979,97.8,Baseline,33.6,17.4952,23.3729,0.1175,0.0996,66.66,0.0044,0.0988,0.1047,21.37019870224114,39.065643935199844,46.860052342916475,30.533471598110374,28.106566213253547,3729,40.665287283145
2823,MAD_0594,Sagarkhurd,Bhopal,Madhya Pradesh,24.10008,78.69272,42.43843442371416,66.0,Moderate,44.33,2.2156,3.1979,0.1464,0.1333,52.88,0.0122,0.1119,0.1438,20.931702509422554,51.01617712751943,37.448683675810756,56.538771747897215,32.07342627696556,2823,55.08515040585708
3492,MAD_0595,Pannakalan,Ratlam,Madhya Pradesh,24.2379,77.03048,38.541731760473645,100.0,Baseline,45.69,23.125,33.6911,0.0907,0.0756,66.99,-0.17,0.1454,0.1776,27.729547520718906,29.367767159323893,47.25080601584151,27.111418366171208,42.21768674523674,3492,44.43737068279484
2028,MAD_0596,Rewapur,Bhopal,Madhya Pradesh,23.8362,74.06308,47.65385829461086,95.0,Moderate,116.49,9.1735,19.8594,0.0542,0.0635,16.12,0.03,0.2539,0.0228,57.409254348230675,20.08987717295437,8.798518049417208,60.6463878326996,75.07297811262248,2028,67.73834155658125
4627,MAD_0597,Pannanagar,Ujjain,Madhya Pradesh,26.16234,82.07923,32.22628828369168,65.1,Baseline,11.32,2.7042,3.0103,0.0478,0.0509,94.45,-0.056,0.186,0.0081,6.263394780454649,16.462718536307854,72.0913625681586,23.896762299804116,54.51192480529076,4627,26.37275187012574
5641,MAD_0598,Dhargaon,Gwalior,Madhya Pradesh,22.54299,79.10387,24.688540066414603,85.3,Baseline,18.69,9.4197,11.1802,0.0767,0.0803,45.09,0.0107,0.0553,0.0869,12.769315537029673,27.592368458228485,30.679660457918647,37.6569881322733,14.9341682917671,5641,10.23396466656056
2521,MAD_0599,Tikamgarhpada,Bhopal,Madhya Pradesh,26.09114,78.69331,44.44708081280471,96.1,Moderate,78.5,11.8457,21.1448,0.144,0.1246,52.89,-0.1264,0.0499,0.0573,40.85800321959438,48.8971528713733,36.928848381407896,27.376425855513297,13.298974067030851,2521,59.8917714467611
2295,MAD_0600,Dharkhurd,Bhopal,Madhya Pradesh,23.32515,75.75823,45.87719256767398,93.2,Moderate,36.42,13.0875,17.8535,0.163,0.1599,35.53,-0.1175,0.3304,0.1327,21.85812306726153,59.26319044873677,24.69246356846674,18.507316511118788,98.23822962971936,2295,63.488779245583316
5413,MAD_0601,Dharnagar,Sagar,Madhya Pradesh,25.30873,78.91352,26.81027588563334,53.3,Baseline,8.74,0.9933,1.0801,0.1351,0.1379,14.71,-0.0186,0.2212,0.0728,3.2005614530907334,49.73712645038618,8.217650752767014,26.811844682567106,65.17096864060854,5413,13.862804392805986
4159,MAD_0602,Pannapada,Gwalior,Madhya Pradesh,25.07434,81.96302,35.02679426739441,60.3,Baseline,64.48,1.2628,2.077,0.0915,0.0831,13.35,0.0362,0.1859,0.1089,28.891841753953038,30.95226277428,6.7798898914629815,60.69247609171563,54.4816434307586,4159,33.82142288715582
5414,MAD_0603,Dharnagar,Rewa,Madhya Pradesh,21.92046,78.83915,26.80862145138963,74.7,Baseline,69.41,3.4168,5.7886,0.010664,0.0044,13.18,-0.0331,0.2725,0.2174,33.38516021981616,0.49634802396215516,6.658782834738735,31.838345431501317,80.7053137756029,5414,13.846888429094381
717,MAD_0604,Dharnagar,Sagar,Madhya Pradesh,25.87536,76.37674,59.02200238651421,80.8,High,181.54,3.0184,8.498,0.1031,0.1239,17.1,-0.0118,0.1522,0.0563,83.74112580696631,40.95558448797882,10.291250243755862,31.67415600875676,44.27682021342313,717,88.60416998249244
2108,MAD_0605,Rewapur,Gwalior,Madhya Pradesh,22.49071,79.62079,47.16042120078374,94.1,Moderate,54.52,12.2024,18.855,0.1383,0.1391,69.71,0.0913,0.0555,0.0946,29.97937063564789,50.57710002939906,49.609256959827945,55.08987210508123,14.994731040831404,2108,66.46506445965304
3802,MAD_0606,Pannakalan,Sagar,Madhya Pradesh,21.41968,75.58257,36.932274721816896,99.6,Baseline,35.37,19.1449,25.9155,0.1458,0.124,43.15,-0.0316,0.1098,0.1494,22.44079005759295,49.12623657474046,29.43413977094072,30.245419979260273,31.437517411790353,3802,39.503421932197995
2119,MAD_0607,Pannakalan,Satna,Madhya Pradesh,25.55488,81.34009,47.099541700049876,60.4,Moderate,96.13,1.063,2.0849,0.1162,0.1422,4.58,0.0653,0.2344,0.1301,42.83467910005625,46.949941392752535,0.5892884370299662,62.56193109805275,69.16811007885269,2119,66.2899888588254
